Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Высота потолков,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Жилая площадь,Дополнительно,Стоимость ремонта,В доме,Запланирован снос
19109481,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_648_m_1123_et._4406520267?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,2,64.8 м²,22.5 м²,11 из 23,,изолированные,,,,,,,,,монолитный,,23,,,,,,предчистовая,Дом «Струны»,Корпус 5 (2 очередь),ДДУ по ФЗ 214,Сдача в 4 кв. 2027,23.1 м²,,,,
7840000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_247_m_34_et._7723658330?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,студия,24.7 м²,,3 из 4,,,совмещенный,во двор,дизайнерский,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, водонагреватель",свободная,,кирпичный,1952,4,1,,закрытая территория,открытая во дворе,3.2 м,,,,,,17 м²,,,"мусоропровод, газ",
11889150,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_61_m_14_et._3914828595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,2,61 м²,14.4 м²,1 из 4,балкон,,совмещенный,,,,,,,возможна ипотека,монолитно-кирпичный,,4,1,,"детская площадка, спортивная площадка",открытая во дворе,2.9 м,предчистовая,ЖК «Образцовый квартал 16»,Корпус 3,ДДУ по ФЗ 214,Сдача в 3 кв. 2026,26.6 м²,,,,
33900000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1078_m_2024_et._7679721939?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiaXVqZ2x3djdmeHRsY2lxc3d0ZG9ibmVtY3l4d2E1aSI7fal3ZSVzAAAA,3,107.8 м²,14 м²,20 из 24,лоджия,изолированные,совмещенный,"во двор, на улицу",дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,,24,3,1,,,,,,,,,60.6 м²,,,,
7544000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_303_m_39_et._7670850268?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,1,30.3 м²,12 м²,3 из 9,,,совмещенный,на солнечную сторону,дизайнерский,есть,,,свободная,возможна ипотека,монолитно-кирпичный,2024,9,2,1,,открытая во дворе,2.7 м,,,,,,,,,консьерж,
15200000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_503_m_520_et._7772048600?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,2,50.3 м²,10.2 м²,5 из 20,балкон,изолированные,раздельный,во двор,,,,,,возможна ипотека,монолитно-кирпичный,,20,нет,нет,"закрытая территория, детская площадка, спортивная площадка",подземная,2.8 м,,ЖК «Pulse Premier»,Корпус 4.1,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,27.7 м²,,,,
33000000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_84_m_35_et._7809420456?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,2,84 м²,21.5 м²,3 из 5,,изолированные,раздельный,на солнечную сторону,дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,,5,,,"закрытая территория, детская площадка, спортивная площадка","подземная, за шлагбаумом во дворе",3.4 м,,,,,,,гардеробная,,,
24950000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_654_m_45_et._4276778287?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,3,65.4 м²,12 м²,4 из 5,,"изолированные, смежные",совмещенный,"во двор, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,1913,5,1,нет,закрытая территория,"открытая во дворе, за шлагбаумом во дворе",3.2 м,,,,,,39.9 м²,,,газ,
7300000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_377_m_2126_et._7737595433?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,1,37.7 м²,10.5 м²,21 из 26,лоджия,,совмещенный,"во двор, на солнечную сторону",косметический,,,,свободная,,монолитный,2018,26,2,1,"детская площадка, спортивная площадка",открытая во дворе,,,,,,,14.6 м²,гардеробная,от 485 000 ₽ за 37.7 м²,,
22876280,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_688_m_613_et._5121541783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,2,68.8 м²,16.1 м²,6 из 13,лоджия,,раздельный,"во двор, на улицу",,,,,,,монолитно-кирпичный,,13,,,,,,чистовая,ЖК «Respect»,Дом 2,ДДУ по ФЗ 214,Сдача в 1 кв. 2026,28 м²,,,,
17900000,https://www.avito.ru/sankt-peterburg/kvartiry/5-k._kvartira_858_m_15_et._7299737473?context=H4sIAAAAAAAA_wFzAIz_YTozOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czozOiJzcmMiO3M6MTk6Iml0ZW1zQ2Fyb3VzZWxXaWRnZXQiO3M6MToieCI7czozMToiaXVqZ2x3djdmeHRsY2lxc3d0ZG9ibmVtY3l4d2E1aSI7fal3ZSVzAAAA,5,85.8 м²,8.6 м²,1 из 5,,изолированные,совмещенный,во двор,евро,,"кухня, хранение одежды, спальные места",холодильник,свободная,возможна ипотека,кирпичный,1873,5,нет,нет,закрытая территория,за шлагбаумом во дворе,2.9 м,,,,,,50.4 м²,,,газ,
65000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1465_m_1111_et._3099562146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,3,146.5 м²,13.4 м²,11 из 11,балкон,изолированные,раздельный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2018,11,2,нет,,,3.1 м,,,,,,72.7 м²,,,,
19100000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_739_m_1524_et._7505434521?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,3,73.9 м²,16.4 м²,15 из 24,лоджия,изолированные,раздельный,во двор,требует ремонта,,,,свободная,возможна ипотека,монолитный,2021,24,2,1,"закрытая территория, детская площадка, спортивная площадка",наземная многоуровневая,2.8 м,,,,,,37.7 м²,,,,
9001993,https://www.avito.ru/sankt-peterburg_krasnoye_selo/kvartiry/3-k._kvartira_741_m_913_et._7753665158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,3,74.1 м²,25.6 м²,9 из 13,,изолированные,"совмещенный, раздельный",во двор,,,,,,возможна ипотека,монолитный,,13,1,1,,открытая во дворе,2.7 м,без отделки,ЖК «А101 Лаголово»,Корпус 1.3.4.4,ДДУ по ФЗ 214,Сдача в 3 кв. 2028,33.2 м²,,,,
13990000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_413_m_913_et._7656091470?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,1,41.3 м²,12.1 м²,9 из 13,лоджия,,совмещенный,,дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,кирпичный,2012,13,2,1,"закрытая территория, детская площадка, спортивная площадка",наземная многоуровневая,2.8 м,,,,,,18.7 м²,панорамные окна,,консьерж,
14384919,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_587_m_825_et._4614605695?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,2,58.7 м²,16.6 м²,8 из 25,балкон,,,,,,,,,,монолитный,,25,,,,,,без отделки,ЖК «Окла» (Okla),Корпус 2.2.1,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,25.5 м²,,,,
5700000,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_208_m_1923_et._7729889296?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,студия,20.8 м²,,19 из 23,лоджия,,совмещенный,"во двор, на улицу",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитно-кирпичный,2023,23,2,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",2.7 м,,,,,,15.6 м²,,,,
8399999,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_393_m_1015_et._7521791033?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,1,39.3 м²,11.4 м²,10 из 15,"балкон, лоджия",,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,кирпичный,2019,15,1,1,,открытая во дворе,,,,,,,15.7 м²,,от 505 000 ₽ за 39.3 м²,,
12330000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_812_m_19_et._7706057781?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,3,81.2 м²,5 м²,1 из 9,,,,,,,,,договор долевого участия,,монолитный,,9,,1,"детская площадка, спортивная площадка",,2.7 м,предчистовая,Квартал «Брусника в Новоселье»,2 очередь,ДДУ по ФЗ 214,Сдача в 2 кв. 2027,,,,,
12000000,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_607_m_49_et._7701163983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,3,60.7 м²,7 м²,4 из 9,,изолированные,раздельный,"во двор, на улицу",косметический,,,,свободная,,панельный,,9,1,нет,,,,,,,,,,,,,
7058500,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_247_m_39_et._7515029222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V1hGSFRxRG9xMTVhcTdyIjt9CljRhD8AAAA,студия,24.7 м²,,3 из 9,,,совмещенный,"во двор, на улицу",дизайнерский,,,,свободная,,монолитно-кирпичный,2025,9,1,1,закрытая территория,за шлагбаумом во дворе,3 м,,,,,,20.8 м²,,,консьерж,
32200000,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_71_m_1114_et._7680245311?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,2,71 м²,19.5 м²,11 из 14,балкон,изолированные,совмещенный,"во двор, на улицу",дизайнерский,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,монолитный,2022,14,1,1,"закрытая территория, детская площадка, спортивная площадка","подземная, открытая во дворе",2.8 м,,,,,,36 м²,,,,
18499999,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_69_m_1719_et._7749176407?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,2,69 м²,12 м²,17 из 19,лоджия,изолированные,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,есть,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,возможна ипотека,панельный,2020,19,1,1,детская площадка,открытая во дворе,2.8 м,,,,,,40 м²,гардеробная,,,
6500000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_348_m_912_et._7768051379?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,1,34.8 м²,7 м²,9 из 12,балкон,,раздельный,,косметический,,,,свободная,,панельный,1980,12,,,,,,,,,,,16.8 м²,,от 447 000 ₽ за 34.8 м²,,
5850000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1520_et._3140912715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,1,38 м²,10 м²,15 из 20,балкон,,совмещенный,во двор,косметический,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина",свободная,возможна ипотека,монолитный,2015,20,1,1,,,2.6 м,,,,,,17.4 м²,,от 489 000 ₽ за 38 м²,,
8600000,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_33_m_1720_et._7786833231?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,1,33 м²,14 м²,17 из 20,балкон,,совмещенный,"на улицу, на солнечную сторону",евро,,"кухня, хранение одежды, спальные места","холодильник, стиральная машина, посудомоечная машина",свободная,,монолитно-кирпичный,2022,20,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,2.8 м,,,,,,16 м²,,,,
5001280,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_228_m_18_et._4573428270?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,студия,22.8 м²,,1 из 8,,,,,,,,,,,панельный,,8,,,,,,без отделки,ЖК «Мариоки»,,другое,Сдан 3 кв. 2022,10 м²,,,,
4900000,https://www.avito.ru/sankt-peterburg_kolpino/kvartiry/1-k._kvartira_353_m_512_et._7772573874?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZlQyNU1JTVRpTXpJSmU2Ijt98hCIqj8AAAA,1,35.3 м²,7 м²,5 из 12,,,раздельный,во двор,косметический,,"кухня, хранение одежды",,свободная,возможна ипотека,панельный,1983,12,2,нет,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,,,,,,17 м²,,от 454 000 ₽ за 35.3 м²,,
