Цена,Ссылка,Количество комнат,Общая площадь,Жилая площадь,Этаж,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Тёплый пол,Мебель,Техника,Способ продажи,Вид сделки,Тип дома,Год постройки,Запланирован снос,Этажей в доме,Пассажирский лифт,Грузовой лифт,Двор,Парковка,Площадь кухни,Тип комнат,Отделка,Название новостройки,Тип участия,Срок сдачи,"Корпус, строение",Стоимость ремонта,Дополнительно,В доме
4100000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_434_m_79_et._7500078651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,43.4 м²,,7 из 9,,2.8 м,,,требует ремонта,,,,свободная,возможна ипотека,панельный,1987,,9,1,,,,6 м²,изолированные,,,,,,,,
6400000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_28_m_826_et._7671263958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,28 м²,24 м²,8 из 26,,,,на улицу,дизайнерский,,,,альтернативная,возможна ипотека,кирпичный,2024,,26,,,,открытая во дворе,,,,,,,,,,
6663000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_499_m_810_et._7596354669?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,49.9 м²,,8 из 10,лоджия,2.6 м,,,косметический,,,,свободная,возможна ипотека,панельный,1993,,10,1,,,открытая во дворе,9 м²,изолированные,,,,,,,,
3700000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_305_m_19_et._7575162523?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,30.5 м²,18 м²,1 из 9,,,совмещенный,"во двор, на улицу",дизайнерский,,,,свободная,возможна ипотека,панельный,1982,,9,1,,,открытая во дворе,6 м²,,,,,,,,,
7400000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_56_m_55_et._7385363981?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,56 м²,34 м²,5 из 5,балкон,2.5 м,совмещенный,,косметический,,,,свободная,возможна ипотека,кирпичный,1959,,5,нет,нет,,,14 м²,изолированные,,,,,,от 480 000 ₽ за 56 м²,,
11250000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_85_m_49_et._7673659091?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,85 м²,31 м²,4 из 9,"балкон, лоджия",2.7 м,раздельный,на улицу,требует ремонта,,,,альтернативная,возможна ипотека,кирпичный,1993,,9,1,,,,20 м²,изолированные,,,,,,,,
5700000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_589_m_39_et._7276610696?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,58.9 м²,37.9 м²,3 из 9,,2.8 м,раздельный,,косметический,,,,свободная,возможна ипотека,панельный,1974,,9,1,,,,6.9 м²,изолированные,,,,,,,,
4500000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_40_m_1624_et._7831529899?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,40 м²,16 м²,16 из 24,лоджия,2.7 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,2024,,24,1,1,,открытая во дворе,9 м²,,,,,,,,,
6200000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_42_m_318_et._7319141868?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,42 м²,11.3 м²,3 из 18,,2.5 м,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2023,,18,1,,,открытая во дворе,14.9 м²,,,,,,,,,
5199000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_326_m_627_et._7255450825?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,32.6 м²,13 м²,6 из 27,лоджия,,совмещенный,на улицу,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2025,,27,1,1,,подземная,,,,,,,,,,
5950000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_312_m_1821_et._7511896687?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,31.2 м²,16 м²,18 из 21,,,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,кирпичный,2000,,21,,,,открытая во дворе,,,,,,,,,,
11500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_913_m_524_et._7671757020?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,91.3 м²,63 м²,5 из 24,"балкон, лоджия",2.7 м,"совмещенный, раздельный",на улицу,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2015,,24,1,,,открытая во дворе,13 м²,изолированные,,,,,,,,
3120000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_439_m_55_et._7415833605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,43.9 м²,30 м²,5 из 5,балкон,,раздельный,на улицу,требует ремонта,,,,альтернативная,возможна ипотека,панельный,1968,,5,,,,открытая во дворе,7 м²,изолированные,,,,,,,,
3950000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_32_m_39_et._7801074587?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,32 м²,17 м²,3 из 9,балкон,2.5 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1980,,9,1,нет,,открытая во дворе,6 м²,,,,,,,от 274 000 ₽ за 32 м²,,
6800000.0,https://www.avito.ru/novosibirsk/kvartiry/4-k._kvartira_772_m_310_et._7639385302?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,4,77.2 м²,45 м²,3 из 10,,,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1992,,10,,,,открытая во дворе,10 м²,изолированные,,,,,,,,
6350000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_391_m_410_et._4186266990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,39.1 м²,18 м²,4 из 10,лоджия,2.5 м,совмещенный,во двор,евро,,,,свободная,возможна ипотека,кирпичный,2006,,10,1,1,,открытая во дворе,8.8 м²,,,,,,,,,
2290000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_194_m_1217_et._7769367130?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,19.4 м²,13 м²,12 из 17,лоджия,,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2013,,17,,,,открытая во дворе,,,,,,,,,,
5200000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_432_m_25_et._7769610316?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,43.2 м²,28.1 м²,2 из 5,балкон,2.5 м,совмещенный,во двор,косметический,,,,альтернативная,возможна ипотека,кирпичный,1962,,5,нет,нет,,открытая во дворе,5.8 м²,смежные,,,,,,от 370 000 ₽ за 43.2 м²,,
4450000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_374_m_410_et._7724214891?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,37.4 м²,,4 из 10,балкон,,совмещенный,,косметический,,,,свободная,возможна ипотека,панельный,2005,,10,,,,,10 м²,,,,,,,,,
4900000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_373_m_1617_et._7660560396?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,37.3 м²,,16 из 17,,,,,требует ремонта,,,,свободная,возможна ипотека,монолитно-кирпичный,2010,,17,,,,,10 м²,,,,,,,,,
3500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_587_m_25_et._7769354479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,58.7 м²,38.7 м²,2 из 5,балкон,2.5 м,раздельный,,требует ремонта,,,,свободная,возможна ипотека,панельный,1990,,5,нет,нет,,открытая во дворе,7.1 м²,изолированные,,,,,,от 822 000 ₽ за 58.7 м²,,
6000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_576_m_33_et._4857621288?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,57.6 м²,33.5 м²,3 из 3,балкон,2.8 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,2018,,3,нет,нет,,,10 м²,изолированные,,,,,,,,газ
5000000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_354_m_412_et._7596695361?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,35.4 м²,,4 из 12,,2.8 м,,,требует ремонта,,,,свободная,возможна ипотека,кирпичный,2020,,12,1,1,,,10 м²,,,,,,,,,
4200000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_391_m_717_et._7692407141?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,39.1 м²,17 м²,7 из 17,балкон,2.7 м,совмещенный,во двор,дизайнерский,,,,свободная,возможна ипотека,монолитно-кирпичный,2024,,17,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,10 м²,,,,,,,,,
7350000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_504_m_1225_et._7660494595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,50.4 м²,,12 из 25,,,,,требует ремонта,,,,свободная,возможна ипотека,монолитный,2023,,25,1,1,,,13 м²,изолированные,,,,,,,,
4200000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_42_m_616_et._7692565990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,42 м²,15 м²,6 из 16,балкон,2.7 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,2011,,16,1,1,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,10 м²,,,,,,,,,
5550000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_628_m_59_et._7767938995?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,62.8 м²,42.5 м²,5 из 9,"балкон, лоджия",,раздельный,"во двор, на улицу",косметический,,,,альтернативная,возможна ипотека,панельный,1985,,9,,,,открытая во дворе,6.9 м²,изолированные,,,,,,,,
6980000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_303_m_2225_et._7385038824?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,30.3 м²,8 м²,22 из 25,лоджия,2.7 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,2021,,25,1,2,,подземная,13.5 м²,,,,,,,,,
4100000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_28_m_1316_et._7545121211?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,28 м²,16 м²,13 из 16,лоджия,2.8 м,совмещенный,на улицу,дизайнерский,,,,свободная,возможна ипотека,кирпичный,2020,,16,,,,открытая во дворе,,,,,,,,,,
6300000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_344_m_817_et._7673503313?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,34.4 м²,18.9 м²,8 из 17,лоджия,,совмещенный,на улицу,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2008,,17,1,1,,открытая во дворе,,,,,,,,,,
1870000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._apartamenty_417_m_13_et._4602410605?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,41.7 м²,33 м²,1 из 3,,2.5 м,совмещенный,на улицу,косметический,,,,свободная,,кирпичный,1960,,3,нет,нет,,открытая во дворе,3.5 м²,изолированные,,,,,,от 357 000 ₽ за 41.7 м²,,
5099000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_517_m_1212_et._4218491609?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,51.7 м²,29.1 м²,12 из 12,лоджия,2.7 м,раздельный,во двор,косметический,,,,свободная,возможна ипотека,кирпичный,2017,,12,1,1,,открытая во дворе,10.5 м²,изолированные,,,,,,от 443 000 ₽ за 51.7 м²,,
8800000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_51_m_1824_et._7724267589?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,51 м²,25 м²,18 из 24,лоджия,,совмещенный,,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2007,,24,1,1,,открытая во дворе,10 м²,смежные,,,,,,,,
5650000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_445_m_79_et._4057695622?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,44.5 м²,11 м²,7 из 9,лоджия,2.5 м,совмещенный,,евро,,,,свободная,возможна ипотека,кирпичный,2019,,9,1,1,,открытая во дворе,16 м²,изолированные,,,,,,,,
2850000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_322_m_89_et._4602198003?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,32.2 м²,13.5 м²,8 из 9,лоджия,2.7 м,раздельный,на улицу,косметический,,,,свободная,возможна ипотека,панельный,1986,,9,1,нет,,открытая во дворе,8.4 м²,,,,,,,от 276 000 ₽ за 32.2 м²,,
2199000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_22_m_317_et._7737464850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,22 м²,10 м²,3 из 17,балкон,2.7 м,совмещенный,на улицу,косметический,,,,свободная,возможна ипотека,монолитный,2013,,17,,,,открытая во дворе,,,,,,,,,,
4690000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_288_m_35_et._7737086963?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,28.8 м²,16.5 м²,3 из 5,балкон,2.5 м,совмещенный,во двор,косметический,,,,свободная,возможна ипотека,панельный,1966,,5,нет,нет,,открытая во дворе,5.7 м²,,,,,,,от 247 000 ₽ за 28.8 м²,,
4300000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_447_m_55_et._7660053779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,44.7 м²,,5 из 5,,,совмещенный,,евро,,,,свободная,возможна ипотека,панельный,1967,,5,,,,,7 м²,изолированные,,,,,,,,
6800000.0,https://www.avito.ru/novosibirsk/kvartiry/kvartira-studiya_29_m_2025_et._7596484144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,студия,29 м²,,20 из 25,балкон,2.7 м,совмещенный,во двор,евро,,,,свободная,возможна ипотека,монолитно-кирпичный,2019,,25,1,1,,,,,,,,,,,,
3390000.0,https://www.avito.ru/novosibirsk/kvartiry/1-k._kvartira_31_m_15_et._7481483018?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,1,31 м²,19.2 м²,1 из 5,,2.5 м,совмещенный,"во двор, на улицу",косметический,,,,свободная,,кирпичный,1964,,5,,,,открытая во дворе,5.8 м²,,,,,,,,,
4000000.0,https://www.avito.ru/novosibirsk/kvartiry/2-k._kvartira_446_m_35_et._7801782502?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,2,44.6 м²,30 м²,3 из 5,балкон,,раздельный,на улицу,евро,,,,свободная,возможна ипотека,кирпичный,1973,,5,,,,,6 м²,изолированные,,,,,,,,
12500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_81_m_1217_et._4556841501?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,81 м²,54 м²,12 из 17,лоджия,,раздельный,"во двор, на солнечную сторону",евро,есть,"кухня, хранение одежды, спальные места","кондиционер, холодильник, стиральная машина, водонагреватель",свободная,возможна ипотека,монолитно-кирпичный,2014,,17,1,1,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,18 м²,изолированные,,,,,,,,
7250000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_663_m_310_et._7737631887?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,66.3 м²,41 м²,3 из 10,лоджия,,раздельный,"во двор, на улицу",косметический,,,,свободная,возможна ипотека,панельный,1973,,10,,,,открытая во дворе,9 м²,изолированные,,,,,,,,
15500000.0,https://www.avito.ru/novosibirsk/kvartiry/3-k._kvartira_1174_m_45_et._7767220902?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXcktsMkFqVldMc2txYUVvIjt9BUq4Tz8AAAA,3,117.4 м²,61 м²,4 из 5,,,"совмещенный, раздельный",на улицу,дизайнерский,,,,альтернативная,возможна ипотека,кирпичный,2000,,5,1,,,,15.7 м²,изолированные,,,,,,,,
