Цена,Ссылка,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Балкон или лоджия,Тип комнат,Санузел,Окна,Ремонт,Стоимость ремонта,Способ продажи,Вид сделки,Тип дома,Этажей в доме,В доме,Двор,Парковка,Высота потолков,Мебель,Год постройки,Пассажирский лифт,Грузовой лифт,Отделка,Название новостройки,"Корпус, строение",Тип участия,Срок сдачи,Дополнительно,Тёплый пол,Техника,Запланирован снос
6990000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_397_m_1112_et._7768381206?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV0FXWXQ5c1dTeGFDYzFHIjt9W0DT3T8AAAA,1,39.7 м²,10.3 м²,19 м²,11 из 12,лоджия,,раздельный,во двор,косметический,от 397 000 ₽ за 39.7 м²,свободная,возможна ипотека,кирпичный,12,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,2.6 м,кухня,,1,1,,,,,,,,,
6000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_208_m_69_et._7533071286?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV0FXWXQ5c1dTeGFDYzFHIjt9W0DT3T8AAAA,1,20.8 м²,5 м²,11.1 м²,6 из 9,балкон,,совмещенный,во двор,евро,,свободная,возможна ипотека,кирпичный,9,"мусоропровод, газ","детская площадка, спортивная площадка",открытая во дворе,2.5 м,"кухня, хранение одежды, спальные места",1979,1,нет,,,,,,,,"кондиционер, холодильник, стиральная машина",
7000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_485_m_210_et._7747967017?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV0FXWXQ5c1dTeGFDYzFHIjt9W0DT3T8AAAA,1,48.5 м²,14.7 м²,18.5 м²,2 из 10,балкон,,совмещенный,во двор,косметический,от 485 000 ₽ за 48.5 м²,свободная,возможна ипотека,кирпичный,10,"мусоропровод, газ",детская площадка,открытая во дворе,2.3 м,"кухня, хранение одежды",2008,1,1,,,,,,,,,
11800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_34_m_1217_et._7831589438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV0FXWXQ5c1dTeGFDYzFHIjt9W0DT3T8AAAA,1,34 м²,13 м²,,12 из 17,балкон,,совмещенный,"на улицу, на солнечную сторону",дизайнерский,,свободная,возможна ипотека,монолитно-кирпичный,17,,"закрытая территория, детская площадка",за шлагбаумом во дворе,,"кухня, хранение одежды",2020,2,1,,,,,,,,"кондиционер, холодильник, посудомоечная машина",
10900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_57_m_226_et._7710448587?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJuV0FXWXQ5c1dTeGFDYzFHIjt9W0DT3T8AAAA,2,57 м²,12.6 м²,32 м²,2 из 26,,изолированные,совмещенный,во двор,дизайнерский,,свободная,возможна ипотека,панельный,26,,детская площадка,"открытая во дворе, за шлагбаумом во дворе",2.6 м,"кухня, хранение одежды",2017,1,2,,,,,,,есть,кондиционер,
4250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_32_m_45_et._7643999075?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,1,32 м²,6 м²,,4 из 5,балкон,,совмещенный,на улицу,требует ремонта,от 576 000 ₽ за 32 м²,альтернативная,возможна ипотека,кирпичный,5,газ,,открытая во дворе,,,1964,нет,нет,,,,,,,,кондиционер,
6000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_44_m_35_et._7777928431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,44 м²,5.3 м²,32.9 м²,3 из 5,балкон,смежные,совмещенный,во двор,косметический,от 440 000 ₽ за 44 м²,свободная,,панельный,,газ,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,"кухня, хранение одежды",1969,нет,нет,,,,,,,,,
5600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_485_m_55_et._4945504595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,48.5 м²,5.3 м²,29.2 м²,5 из 5,балкон,изолированные,раздельный,"во двор, на улицу, на солнечную сторону",евро,,свободная,,кирпичный,5,газ,"детская площадка, спортивная площадка",открытая во дворе,2.9 м,кухня,1957,нет,,,,,,,,,,
5900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_42_m_29_et._7695917427?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,42 м²,7 м²,26.9 м²,2 из 9,балкон,изолированные,раздельный,,требует ремонта,,свободная,возможна ипотека,панельный,9,,,,2.5 м,,1981,1,,,,,,,,,,
6950000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_413_m_45_et._7360638021?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,41.3 м²,6 м²,28.2 м²,4 из 5,балкон,"изолированные, смежные",совмещенный,на улицу,дизайнерский,,свободная,возможна ипотека,кирпичный,5,газ,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,кухня,1961,нет,нет,,,,,,,,водонагреватель,
5100000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_389_m_25_et._7558883101?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,38.9 м²,5.9 м²,23.2 м²,2 из 5,балкон,изолированные,раздельный,во двор,косметический,от 389 000 ₽ за 38.9 м²,свободная,,панельный,5,газ,"детская площадка, спортивная площадка",открытая во дворе,,"кухня, хранение одежды, спальные места",1976,нет,нет,,,,,,,,"холодильник, стиральная машина",
7400000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_394_m_410_et._7662324375?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,1,39.4 м²,19.9 м²,10.4 м²,4 из 10,лоджия,,совмещенный,во двор,косметический,от 394 000 ₽ за 39.4 м²,свободная,возможна ипотека,монолитный,10,,"закрытая территория, детская площадка, спортивная площадка",открытая во дворе,2.6 м,"кухня, хранение одежды, спальные места",2020,1,нет,,,,,,,,"холодильник, стиральная машина",
6000000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_478_m_39_et._7741328494?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,47.8 м²,8.3 м²,28.2 м²,3 из 9,лоджия,изолированные,раздельный,на улицу,требует ремонта,от 860 000 ₽ за 47.8 м²,альтернативная,возможна ипотека,кирпичный,9,"мусоропровод, газ",детская площадка,открытая во дворе,2.5 м,,1984,1,нет,,,,,,,,,
6150000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_492_m_45_et._7700801052?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,49.2 м²,6.3 м²,30 м²,4 из 5,балкон,изолированные,раздельный,"во двор, на улицу",косметический,от 492 000 ₽ за 49.2 м²,свободная,,кирпичный,5,,,,,,,,,,,,,,,,,
6900000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_45_m_1025_et._7617032274?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,1,45 м²,18 м²,15 м²,10 из 25,балкон,,совмещенный,,евро,,свободная,возможна ипотека,монолитно-кирпичный,25,,,,,,,1,,,,,,,,,,
7650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_428_m_49_et._7755027787?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,42.8 м²,6.9 м²,27.2 м²,4 из 9,лоджия,изолированные,раздельный,на улицу,евро,,свободная,возможна ипотека,панельный,9,газ,"детская площадка, спортивная площадка",открытая во дворе,2.6 м,кухня,1976,1,нет,,,,,,,,"кондиционер, посудомоечная машина",
10500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_653_m_917_et._7730052832?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,65.3 м²,10.2 м²,37 м²,9 из 17,лоджия,изолированные,раздельный,"во двор, на улицу",требует ремонта,от 1 175 000 ₽ за 65.3 м²,свободная,возможна ипотека,блочный,17,мусоропровод,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,2.6 м,,2005,1,1,,,,,,,,,
6200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_626_m_35_et._4134869283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,3,62.6 м²,5.9 м²,46.2 м²,3 из 5,балкон,изолированные,раздельный,"во двор, на улицу",косметический,от 626 000 ₽ за 62.6 м²,свободная,,панельный,5,,,,2.5 м,,1969,нет,нет,,,,,,,,,
5750000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_41_m_45_et._7787639941?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,41 м²,6 м²,,4 из 5,балкон,изолированные,совмещенный,,требует ремонта,от 738 000 ₽ за 41 м²,свободная,,кирпичный,5,газ,,,,,,нет,нет,,,,,,,,,
4630000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_45_m_46_et._7831504102?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,45 м²,5.6 м²,30.5 м²,4 из 6,балкон,изолированные,раздельный,во двор,косметический,от 450 000 ₽ за 45 м²,свободная,,кирпичный,6,газ,"детская площадка, спортивная площадка",открытая во дворе,,,1970,нет,нет,,,,,,,,,
6200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/1-k._kvartira_32_m_510_et._7721483039?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,1,32 м²,8.4 м²,,5 из 10,,,совмещенный,на улицу,косметический,от 320 000 ₽ за 32 м²,свободная,,панельный,10,,"детская площадка, спортивная площадка",открытая во дворе,,"кухня, хранение одежды, спальные места",2015,1,1,,,,,,,,"кондиционер, холодильник, стиральная машина",
7850000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_47_m_310_et._7436096895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,47 м²,8.2 м²,25.1 м²,3 из 10,лоджия,изолированные,совмещенный,"во двор, на улицу",косметический,от 470 000 ₽ за 47 м²,свободная,возможна ипотека,блочный,10,,детская площадка,открытая во дворе,2.8 м,"кухня, хранение одежды",2012,1,1,,,,,,,,,
7800000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/3-k._kvartira_60_m_69_et._7699600982?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,3,60 м²,7 м²,44.6 м²,6 из 9,лоджия,"изолированные, смежные",совмещенный,"во двор, на улицу",косметический,от 600 000 ₽ за 60 м²,альтернативная,возможна ипотека,панельный,9,"мусоропровод, газ",,,2.7 м,"кухня, хранение одежды, спальные места",1979,1,нет,,,,,,,,,
8200000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_47_m_1010_et._7736281961?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,47 м²,8.3 м²,28 м²,10 из 10,лоджия,изолированные,раздельный,во двор,евро,,свободная,возможна ипотека,кирпичный,10,газ,,открытая во дворе,2.6 м,кухня,1994,1,,,,,,,,,кондиционер,
10500000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_482_m_79_et._7595967525?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,48.2 м²,8.2 м²,,7 из 9,лоджия,изолированные,совмещенный,во двор,косметический,от 482 000 ₽ за 48.2 м²,свободная,,кирпичный,9,газ,"детская площадка, спортивная площадка",открытая во дворе,2.5 м,кухня,1980,1,нет,,,,,,гардеробная,,кондиционер,
4600000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_419_m_69_et._7713789504?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,41.9 м²,6 м²,26.3 м²,6 из 9,балкон,изолированные,раздельный,во двор,косметический,от 419 000 ₽ за 41.9 м²,свободная,возможна ипотека,кирпичный,9,газ,,,,,,1,,,,,,,,,,
8300000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_466_m_66_et._7745893644?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,46.6 м²,8 м²,33 м²,6 из 6,балкон,изолированные,совмещенный,"во двор, на солнечную сторону",требует ремонта,от 839 000 ₽ за 46.6 м²,свободная,,кирпичный,6,газ,"закрытая территория, детская площадка, спортивная площадка",за шлагбаумом во дворе,2.8 м,,1933,1,нет,,,,,,,,,
6350000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_40_m_29_et._4582509209?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,40 м²,6 м²,25.8 м²,2 из 9,лоджия,изолированные,совмещенный,на улицу,евро,,свободная,возможна ипотека,кирпичный,9,,,открытая во дворе,2.5 м,,1972,1,,,,,,,,,,
6650000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_504_m_55_et._7809253156?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,50.4 м²,6 м²,36 м²,5 из 5,балкон,изолированные,раздельный,во двор,косметический,от 504 000 ₽ за 50.4 м²,альтернативная,возможна ипотека,панельный,5,"мусоропровод, газ",,,,,,,,,,,,,,,,
7250000.0,https://www.avito.ru/nizhniy_novgorod/kvartiry/2-k._kvartira_492_m_99_et._7741783177?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIzNWpFTWp1YVFZeGh3a0JTIjt9IUmOOT8AAAA,2,49.2 м²,29.7 м²,8.8 м²,9 из 9,лоджия,изолированные,раздельный,во двор,косметический,от 492 000 ₽ за 49.2 м²,свободная,возможна ипотека,панельный,9,,"детская площадка, спортивная площадка",открытая во дворе,,кухня,,1,,,,,,,,,,
